,BP_mbar_Max_sum,BP_mbar_Max_std,BP_mbar_Max_min,BP_mbar_Max_max,BP_mbar_Max_avg,BP_mbar_Min_sum,BP_mbar_Min_std,BP_mbar_Min_min,BP_mbar_Min_max,BP_mbar_Min_avg,Rain_mm_Tot_sum,Rain_mm_Tot_std,Rain_mm_Tot_min,Rain_mm_Tot_max,Rain_mm_Tot_avg,AirTC_Max_sum,AirTC_Max_std,AirTC_Max_min,AirTC_Max_max,AirTC_Max_avg,AirTC_Min_sum,AirTC_Min_std,AirTC_Min_min,AirTC_Min_max,AirTC_Min_avg,RH_Max_sum,RH_Max_std,RH_Max_min,RH_Max_max,RH_Max_avg,RH_Min_sum,RH_Min_std,RH_Min_min,RH_Min_max,RH_Min_avg,SlrkJ_Tot_sum,SlrkJ_Tot_std,SlrkJ_Tot_min,SlrkJ_Tot_max,SlrkJ_Tot_avg,TdC_Max_sum,TdC_Max_std,TdC_Max_min,TdC_Max_max,TdC_Max_avg,TdC_Min_sum,TdC_Min_std,TdC_Min_min,TdC_Min_max,TdC_Min_avg,AirTC_Avg_sum,AirTC_Avg_std,AirTC_Avg_min,AirTC_Avg_max,AirTC_Avg_avg,RH_Avg_sum,RH_Avg_std,RH_Avg_min,RH_Avg_max,RH_Avg_avg,WS_ms_Avg_sum,WS_ms_Avg_std,WS_ms_Avg_min,WS_ms_Avg_max,WS_ms_Avg_avg,SlrkJ_Avg_sum,SlrkJ_Avg_std,SlrkJ_Avg_min,SlrkJ_Avg_max,SlrkJ_Avg_avg
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3682.793,9.933266124224557,600.9707,620.406,613.7988333333334,3599.1789,0.1812437336847908,599.7558,600.2259,599.86315,0.0,0.0,0.0,0.0,0.0,178.216,3.0638489301312926,24.434,33.027,29.70266666666667,165.24599999999998,2.4202742819771483,23.682,30.56,27.540999999999997,413.096,14.108306612299957,50.56,89.355,68.84933333333333,357.887,15.262885971095598,42.663999999999994,85.546,59.64783333333333,23786.642999999996,1549.40419191233,1585.17,6394.357,3964.4404999999992,131.68087,0.8884219976658982,20.569960000000002,23.1892,21.946811666666665,119.70427000000001,1.3523592125233097,18.130760000000002,21.44312,19.950711666666667,172.10346,2.8454409885921015,23.96824,31.99811,28.68391,384.05044999999996,15.16858913858427,46.43078,88.16695,64.00840833333332,7.1495125,0.7532481029986346,0.0,1.9315959999999999,1.1915854166666666,66.07400700000001,4.303899865626604,4.403249,17.7621,11.012334500000001
7,3701.8588999999997,7.843188872752396,600.9707,620.406,616.9764833333332,3598.7972999999997,0.041819744140761776,599.7558,599.8565,599.79955,0.0,0.0,0.0,0.0,0.0,188.117,2.204414427158983,28.38,34.335,31.352833333333333,173.921,2.238213968025994,26.456,32.357,28.986833333333333,371.188,12.166229270676542,47.446999999999996,79.804,61.864666666666665,310.11400000000003,10.88296971725396,37.773,66.88600000000001,51.68566666666667,26595.519999999997,1020.9735924167023,3447.535,6394.357,4432.586666666666,129.76912,1.0647079445494267,20.38137,23.1892,21.628186666666664,115.91866999999999,1.399096948641039,17.65752,21.2845,19.319778333333332,181.41852,2.2332842685336765,27.33409,33.2833,30.23642,337.67934,11.84747707325741,41.795840000000005,73.7907,56.27989,8.8796515,0.4915650218862624,0.6025695,1.9315959999999999,1.4799419166666665,73.87644800000001,2.836036278917931,9.576488000000001,17.7621,12.312741333333335
8,3701.6574,7.826781529594418,600.9707,620.406,616.9429,3598.8492,0.05813869623581558,599.7558,599.9084,599.8082,0.0,0.0,0.0,0.0,0.0,194.811,2.0898940403762087,29.859,35.074,32.4685,180.011,2.241838925227829,27.208,32.546,30.001833333333334,333.062,10.802797705532889,41.678000000000004,70.023,55.510333333333335,279.05,9.507599626965089,35.821999999999996,59.288000000000004,46.50833333333333,24069.923,351.6209181180305,3447.535,4394.0470000000005,4011.6538333333333,126.20107,1.0136684326428762,19.62115,22.37438,21.033511666666666,111.13135,1.4194754443302873,16.49718,20.18821,18.521891666666665,188.11906,2.1660009316864723,28.55962,34.03463,31.353176666666666,302.13372000000004,10.098095064807021,38.24508,64.01626999999999,50.35562000000001,9.653749000000001,0.2642699559203933,1.277708,1.9315959999999999,1.6089581666666668,66.86090800000001,0.9767247362827796,9.576488000000001,12.205689999999999,11.143484666666668
9,3685.3203999999996,9.163448621488916,600.9707,620.406,614.2200666666666,3598.7851,0.07192049545619869,599.7009,599.9084,599.7975166666666,0.0,0.0,0.0,0.0,0.0,199.795,1.8180760618485317,30.388,35.074,33.299166666666665,185.33,1.9485829381031403,27.82,32.546,30.888333333333335,302.199,9.812889171900395,39.16,64.503,50.3665,253.738,8.23321154025977,33.976,55.519,42.28966666666667,23455.113,471.7513078174771,3250.809,4394.0470000000005,3909.1855,121.46892,1.4905216966954902,17.642229999999998,21.63211,20.24482,106.99097,1.453395514213756,16.047829999999998,20.03454,17.831828333333334,193.27382,1.8330592317507546,29.31881,34.03463,32.21230333333333,274.55107,8.83477124883812,36.43362,59.57275,45.758511666666664,8.898264,0.25974151843707993,1.1761110000000001,1.841389,1.4830439999999998,65.153103,1.310420730404361,9.030025,12.205689999999999,10.8588505
